# Average annual utilization of renewable technologies, calculated using regional solar irradiance data and wind resource curves to adjust default assumptions
region,supplysector,subsector,stub.technology,year,capacity.factor
Canada,electricity,wind,wind_storage,2020,0.38
Canada,electricity,wind,wind_storage,2025,0.38
Canada,electricity,wind,wind_storage,2030,0.38
Canada,electricity,wind,wind_storage,2035,0.38
Canada,electricity,wind,wind_storage,2040,0.38
Canada,electricity,wind,wind_storage,2045,0.38
Canada,electricity,wind,wind_storage,2050,0.38
Canada,electricity,wind,wind_storage,2055,0.38
Canada,electricity,wind,wind_storage,2060,0.38
Canada,electricity,wind,wind_storage,2065,0.38
Canada,electricity,wind,wind_storage,2070,0.38
Canada,electricity,wind,wind_storage,2075,0.38
Canada,electricity,wind,wind_storage,2080,0.38
Canada,electricity,wind,wind_storage,2085,0.38
Canada,electricity,wind,wind_storage,2090,0.38
Canada,electricity,wind,wind_storage,2095,0.38
Canada,electricity,wind,wind_storage,2100,0.38
Central America and Caribbean,electricity,wind,wind_storage,1975,0.38
Central America and Caribbean,electricity,wind,wind_storage,1990,0.38
Central America and Caribbean,electricity,wind,wind_storage,2005,0.38
Central America and Caribbean,electricity,wind,wind_storage,2010,0.38
Central America and Caribbean,electricity,wind,wind_storage,2015,0.38
Central America and Caribbean,electricity,wind,wind_storage,2020,0.38
Central America and Caribbean,electricity,wind,wind_storage,2025,0.38
Central America and Caribbean,electricity,wind,wind_storage,2030,0.38
Central America and Caribbean,electricity,wind,wind_storage,2035,0.38
Central America and Caribbean,electricity,wind,wind_storage,2040,0.38
Central America and Caribbean,electricity,wind,wind_storage,2045,0.38
Central America and Caribbean,electricity,wind,wind_storage,2050,0.38
Central America and Caribbean,electricity,wind,wind_storage,2055,0.38
Central America and Caribbean,electricity,wind,wind_storage,2060,0.38
Central America and Caribbean,electricity,wind,wind_storage,2065,0.38
Central America and Caribbean,electricity,wind,wind_storage,2070,0.38
Central America and Caribbean,electricity,wind,wind_storage,2075,0.38
Central America and Caribbean,electricity,wind,wind_storage,2080,0.38
Central America and Caribbean,electricity,wind,wind_storage,2085,0.38
Central America and Caribbean,electricity,wind,wind_storage,2090,0.38
Central America and Caribbean,electricity,wind,wind_storage,2095,0.38
Central America and Caribbean,electricity,wind,wind_storage,2100,0.38
Central Asia,electricity,wind,wind_storage,1975,0.35
Central Asia,electricity,wind,wind_storage,1990,0.35
Central Asia,electricity,wind,wind_storage,2005,0.35
Central Asia,electricity,wind,wind_storage,2010,0.35
Central Asia,electricity,wind,wind_storage,2015,0.35
Central Asia,electricity,wind,wind_storage,2020,0.35
Central Asia,electricity,wind,wind_storage,2025,0.35
Central Asia,electricity,wind,wind_storage,2030,0.35
Central Asia,electricity,wind,wind_storage,2035,0.35
Central Asia,electricity,wind,wind_storage,2040,0.35
Central Asia,electricity,wind,wind_storage,2045,0.35
Central Asia,electricity,wind,wind_storage,2050,0.35
Central Asia,electricity,wind,wind_storage,2055,0.35
Central Asia,electricity,wind,wind_storage,2060,0.35
Central Asia,electricity,wind,wind_storage,2065,0.35
Central Asia,electricity,wind,wind_storage,2070,0.35
Central Asia,electricity,wind,wind_storage,2075,0.35
Central Asia,electricity,wind,wind_storage,2080,0.35
Central Asia,electricity,wind,wind_storage,2085,0.35
Central Asia,electricity,wind,wind_storage,2090,0.35
Central Asia,electricity,wind,wind_storage,2095,0.35
Central Asia,electricity,wind,wind_storage,2100,0.35
China,electricity,wind,wind_storage,1975,0.38
China,electricity,wind,wind_storage,1990,0.38
China,electricity,wind,wind_storage,2005,0.38
China,electricity,wind,wind_storage,2010,0.38
China,electricity,wind,wind_storage,2015,0.38
China,electricity,wind,wind_storage,2020,0.38
China,electricity,wind,wind_storage,2025,0.38
China,electricity,wind,wind_storage,2030,0.38
China,electricity,wind,wind_storage,2035,0.38
China,electricity,wind,wind_storage,2040,0.38
China,electricity,wind,wind_storage,2045,0.38
China,electricity,wind,wind_storage,2050,0.38
China,electricity,wind,wind_storage,2055,0.38
China,electricity,wind,wind_storage,2060,0.38
China,electricity,wind,wind_storage,2065,0.38
China,electricity,wind,wind_storage,2070,0.38
China,electricity,wind,wind_storage,2075,0.38
China,electricity,wind,wind_storage,2080,0.38
China,electricity,wind,wind_storage,2085,0.38
China,electricity,wind,wind_storage,2090,0.38
China,electricity,wind,wind_storage,2095,0.38
China,electricity,wind,wind_storage,2100,0.38
EU-12,electricity,wind,wind_storage,1975,0.37
EU-12,electricity,wind,wind_storage,1990,0.37
EU-12,electricity,wind,wind_storage,2005,0.37
EU-12,electricity,wind,wind_storage,2010,0.37
EU-12,electricity,wind,wind_storage,2015,0.37
EU-12,electricity,wind,wind_storage,2020,0.37
EU-12,electricity,wind,wind_storage,2025,0.37
EU-12,electricity,wind,wind_storage,2030,0.37
EU-12,electricity,wind,wind_storage,2035,0.37
EU-12,electricity,wind,wind_storage,2040,0.37
EU-12,electricity,wind,wind_storage,2045,0.37
EU-12,electricity,wind,wind_storage,2050,0.37
EU-12,electricity,wind,wind_storage,2055,0.37
EU-12,electricity,wind,wind_storage,2060,0.37
EU-12,electricity,wind,wind_storage,2065,0.37
EU-12,electricity,wind,wind_storage,2070,0.37
EU-12,electricity,wind,wind_storage,2075,0.37
EU-12,electricity,wind,wind_storage,2080,0.37
EU-12,electricity,wind,wind_storage,2085,0.37
EU-12,electricity,wind,wind_storage,2090,0.37
EU-12,electricity,wind,wind_storage,2095,0.37
EU-12,electricity,wind,wind_storage,2100,0.37
EU-15,electricity,wind,wind_storage,1975,0.38
EU-15,electricity,wind,wind_storage,1990,0.38
EU-15,electricity,wind,wind_storage,2005,0.38
EU-15,electricity,wind,wind_storage,2010,0.38
EU-15,electricity,wind,wind_storage,2015,0.38
EU-15,electricity,wind,wind_storage,2020,0.38
EU-15,electricity,wind,wind_storage,2025,0.38
EU-15,electricity,wind,wind_storage,2030,0.38
EU-15,electricity,wind,wind_storage,2035,0.38
EU-15,electricity,wind,wind_storage,2040,0.38
EU-15,electricity,wind,wind_storage,2045,0.38
EU-15,electricity,wind,wind_storage,2050,0.38
EU-15,electricity,wind,wind_storage,2055,0.38
EU-15,electricity,wind,wind_storage,2060,0.38
EU-15,electricity,wind,wind_storage,2065,0.38
EU-15,electricity,wind,wind_storage,2070,0.38
EU-15,electricity,wind,wind_storage,2075,0.38
EU-15,electricity,wind,wind_storage,2080,0.38
EU-15,electricity,wind,wind_storage,2085,0.38
EU-15,electricity,wind,wind_storage,2090,0.38
EU-15,electricity,wind,wind_storage,2095,0.38
EU-15,electricity,wind,wind_storage,2100,0.38
Europe_Eastern,electricity,wind,wind_storage,1975,0.34
Europe_Eastern,electricity,wind,wind_storage,1990,0.34
Europe_Eastern,electricity,wind,wind_storage,2005,0.34
Europe_Eastern,electricity,wind,wind_storage,2010,0.34
Europe_Eastern,electricity,wind,wind_storage,2015,0.34
Europe_Eastern,electricity,wind,wind_storage,2020,0.34
Europe_Eastern,electricity,wind,wind_storage,2025,0.34
Europe_Eastern,electricity,wind,wind_storage,2030,0.34
Europe_Eastern,electricity,wind,wind_storage,2035,0.34
Europe_Eastern,electricity,wind,wind_storage,2040,0.34
Europe_Eastern,electricity,wind,wind_storage,2045,0.34
Europe_Eastern,electricity,wind,wind_storage,2050,0.34
Europe_Eastern,electricity,wind,wind_storage,2055,0.34
Europe_Eastern,electricity,wind,wind_storage,2060,0.34
Europe_Eastern,electricity,wind,wind_storage,2065,0.34
Europe_Eastern,electricity,wind,wind_storage,2070,0.34
Europe_Eastern,electricity,wind,wind_storage,2075,0.34
Europe_Eastern,electricity,wind,wind_storage,2080,0.34
Europe_Eastern,electricity,wind,wind_storage,2085,0.34
Europe_Eastern,electricity,wind,wind_storage,2090,0.34
Europe_Eastern,electricity,wind,wind_storage,2095,0.34
Europe_Eastern,electricity,wind,wind_storage,2100,0.34
Europe_Non_EU,electricity,wind,wind_storage,1975,0.36
Europe_Non_EU,electricity,wind,wind_storage,1990,0.36
Europe_Non_EU,electricity,wind,wind_storage,2005,0.36
Europe_Non_EU,electricity,wind,wind_storage,2010,0.36
Europe_Non_EU,electricity,wind,wind_storage,2015,0.36
Europe_Non_EU,electricity,wind,wind_storage,2020,0.36
Europe_Non_EU,electricity,wind,wind_storage,2025,0.36
Europe_Non_EU,electricity,wind,wind_storage,2030,0.36
Europe_Non_EU,electricity,wind,wind_storage,2035,0.36
Europe_Non_EU,electricity,wind,wind_storage,2040,0.36
Europe_Non_EU,electricity,wind,wind_storage,2045,0.36
Europe_Non_EU,electricity,wind,wind_storage,2050,0.36
Europe_Non_EU,electricity,wind,wind_storage,2055,0.36
Europe_Non_EU,electricity,wind,wind_storage,2060,0.36
Europe_Non_EU,electricity,wind,wind_storage,2065,0.36
Europe_Non_EU,electricity,wind,wind_storage,2070,0.36
Europe_Non_EU,electricity,wind,wind_storage,2075,0.36
Europe_Non_EU,electricity,wind,wind_storage,2080,0.36
Europe_Non_EU,electricity,wind,wind_storage,2085,0.36
Europe_Non_EU,electricity,wind,wind_storage,2090,0.36
Europe_Non_EU,electricity,wind,wind_storage,2095,0.36
Europe_Non_EU,electricity,wind,wind_storage,2100,0.36
European Free Trade Association,electricity,wind,wind_storage,1975,0.37
European Free Trade Association,electricity,wind,wind_storage,1990,0.37
European Free Trade Association,electricity,wind,wind_storage,2005,0.37
European Free Trade Association,electricity,wind,wind_storage,2010,0.37
European Free Trade Association,electricity,wind,wind_storage,2015,0.37
European Free Trade Association,electricity,wind,wind_storage,2020,0.37
European Free Trade Association,electricity,wind,wind_storage,2025,0.37
European Free Trade Association,electricity,wind,wind_storage,2030,0.37
European Free Trade Association,electricity,wind,wind_storage,2035,0.37
European Free Trade Association,electricity,wind,wind_storage,2040,0.37
European Free Trade Association,electricity,wind,wind_storage,2045,0.37
European Free Trade Association,electricity,wind,wind_storage,2050,0.37
European Free Trade Association,electricity,wind,wind_storage,2055,0.37
European Free Trade Association,electricity,wind,wind_storage,2060,0.37
European Free Trade Association,electricity,wind,wind_storage,2065,0.37
European Free Trade Association,electricity,wind,wind_storage,2070,0.37
European Free Trade Association,electricity,wind,wind_storage,2075,0.37
European Free Trade Association,electricity,wind,wind_storage,2080,0.37
European Free Trade Association,electricity,wind,wind_storage,2085,0.37
European Free Trade Association,electricity,wind,wind_storage,2090,0.37
European Free Trade Association,electricity,wind,wind_storage,2095,0.37
European Free Trade Association,electricity,wind,wind_storage,2100,0.37
India,electricity,wind,wind_storage,1975,0.36
India,electricity,wind,wind_storage,1990,0.36
India,electricity,wind,wind_storage,2005,0.36
India,electricity,wind,wind_storage,2010,0.36
India,electricity,wind,wind_storage,2015,0.36
India,electricity,wind,wind_storage,2020,0.36
India,electricity,wind,wind_storage,2025,0.36
India,electricity,wind,wind_storage,2030,0.36
India,electricity,wind,wind_storage,2035,0.36
India,electricity,wind,wind_storage,2040,0.36
India,electricity,wind,wind_storage,2045,0.36
India,electricity,wind,wind_storage,2050,0.36
India,electricity,wind,wind_storage,2055,0.36
India,electricity,wind,wind_storage,2060,0.36
India,electricity,wind,wind_storage,2065,0.36
India,electricity,wind,wind_storage,2070,0.36
India,electricity,wind,wind_storage,2075,0.36
India,electricity,wind,wind_storage,2080,0.36
India,electricity,wind,wind_storage,2085,0.36
India,electricity,wind,wind_storage,2090,0.36
India,electricity,wind,wind_storage,2095,0.36
India,electricity,wind,wind_storage,2100,0.36
Indonesia,electricity,wind,wind_storage,1975,0.34
Indonesia,electricity,wind,wind_storage,1990,0.34
Indonesia,electricity,wind,wind_storage,2005,0.34
Indonesia,electricity,wind,wind_storage,2010,0.34
Indonesia,electricity,wind,wind_storage,2015,0.34
Indonesia,electricity,wind,wind_storage,2020,0.34
Indonesia,electricity,wind,wind_storage,2025,0.34
Indonesia,electricity,wind,wind_storage,2030,0.34
Indonesia,electricity,wind,wind_storage,2035,0.34
Indonesia,electricity,wind,wind_storage,2040,0.34
Indonesia,electricity,wind,wind_storage,2045,0.34
Indonesia,electricity,wind,wind_storage,2050,0.34
Indonesia,electricity,wind,wind_storage,2055,0.34
Indonesia,electricity,wind,wind_storage,2060,0.34
Indonesia,electricity,wind,wind_storage,2065,0.34
Indonesia,electricity,wind,wind_storage,2070,0.34
Indonesia,electricity,wind,wind_storage,2075,0.34
Indonesia,electricity,wind,wind_storage,2080,0.34
Indonesia,electricity,wind,wind_storage,2085,0.34
Indonesia,electricity,wind,wind_storage,2090,0.34
Indonesia,electricity,wind,wind_storage,2095,0.34
Indonesia,electricity,wind,wind_storage,2100,0.34
Japan,electricity,wind,wind_storage,1975,0.38
Japan,electricity,wind,wind_storage,1990,0.38
Japan,electricity,wind,wind_storage,2005,0.38
Japan,electricity,wind,wind_storage,2010,0.38
Japan,electricity,wind,wind_storage,2015,0.38
Japan,electricity,wind,wind_storage,2020,0.38
Japan,electricity,wind,wind_storage,2025,0.38
Japan,electricity,wind,wind_storage,2030,0.38
Japan,electricity,wind,wind_storage,2035,0.38
Japan,electricity,wind,wind_storage,2040,0.38
Japan,electricity,wind,wind_storage,2045,0.38
Japan,electricity,wind,wind_storage,2050,0.38
Japan,electricity,wind,wind_storage,2055,0.38
Japan,electricity,wind,wind_storage,2060,0.38
Japan,electricity,wind,wind_storage,2065,0.38
Japan,electricity,wind,wind_storage,2070,0.38
Japan,electricity,wind,wind_storage,2075,0.38
Japan,electricity,wind,wind_storage,2080,0.38
Japan,electricity,wind,wind_storage,2085,0.38
Japan,electricity,wind,wind_storage,2090,0.38
Japan,electricity,wind,wind_storage,2095,0.38
Japan,electricity,wind,wind_storage,2100,0.38
Mexico,electricity,wind,wind_storage,1975,0.38
Mexico,electricity,wind,wind_storage,1990,0.38
Mexico,electricity,wind,wind_storage,2005,0.38
Mexico,electricity,wind,wind_storage,2010,0.38
Mexico,electricity,wind,wind_storage,2015,0.38
Mexico,electricity,wind,wind_storage,2020,0.38
Mexico,electricity,wind,wind_storage,2025,0.38
Mexico,electricity,wind,wind_storage,2030,0.38
Mexico,electricity,wind,wind_storage,2035,0.38
Mexico,electricity,wind,wind_storage,2040,0.38
Mexico,electricity,wind,wind_storage,2045,0.38
Mexico,electricity,wind,wind_storage,2050,0.38
Mexico,electricity,wind,wind_storage,2055,0.38
Mexico,electricity,wind,wind_storage,2060,0.38
Mexico,electricity,wind,wind_storage,2065,0.38
Mexico,electricity,wind,wind_storage,2070,0.38
Mexico,electricity,wind,wind_storage,2075,0.38
Mexico,electricity,wind,wind_storage,2080,0.38
Mexico,electricity,wind,wind_storage,2085,0.38
Mexico,electricity,wind,wind_storage,2090,0.38
Mexico,electricity,wind,wind_storage,2095,0.38
Mexico,electricity,wind,wind_storage,2100,0.38
Middle East,electricity,wind,wind_storage,1975,0.35
Middle East,electricity,wind,wind_storage,1990,0.35
Middle East,electricity,wind,wind_storage,2005,0.35
Middle East,electricity,wind,wind_storage,2010,0.35
Middle East,electricity,wind,wind_storage,2015,0.35
Middle East,electricity,wind,wind_storage,2020,0.35
Middle East,electricity,wind,wind_storage,2025,0.35
Middle East,electricity,wind,wind_storage,2030,0.35
Middle East,electricity,wind,wind_storage,2035,0.35
Middle East,electricity,wind,wind_storage,2040,0.35
Middle East,electricity,wind,wind_storage,2045,0.35
Middle East,electricity,wind,wind_storage,2050,0.35
Middle East,electricity,wind,wind_storage,2055,0.35
Middle East,electricity,wind,wind_storage,2060,0.35
Middle East,electricity,wind,wind_storage,2065,0.35
Middle East,electricity,wind,wind_storage,2070,0.35
Middle East,electricity,wind,wind_storage,2075,0.35
Middle East,electricity,wind,wind_storage,2080,0.35
Middle East,electricity,wind,wind_storage,2085,0.35
Middle East,electricity,wind,wind_storage,2090,0.35
Middle East,electricity,wind,wind_storage,2095,0.35
Middle East,electricity,wind,wind_storage,2100,0.35
Pakistan,electricity,wind,wind_storage,1975,0.35
Pakistan,electricity,wind,wind_storage,1990,0.35
Pakistan,electricity,wind,wind_storage,2005,0.35
Pakistan,electricity,wind,wind_storage,2010,0.35
Pakistan,electricity,wind,wind_storage,2015,0.35
Pakistan,electricity,wind,wind_storage,2020,0.35
Pakistan,electricity,wind,wind_storage,2025,0.35
Pakistan,electricity,wind,wind_storage,2030,0.35
Pakistan,electricity,wind,wind_storage,2035,0.35
Pakistan,electricity,wind,wind_storage,2040,0.35
Pakistan,electricity,wind,wind_storage,2045,0.35
Pakistan,electricity,wind,wind_storage,2050,0.35
Pakistan,electricity,wind,wind_storage,2055,0.35
Pakistan,electricity,wind,wind_storage,2060,0.35
Pakistan,electricity,wind,wind_storage,2065,0.35
Pakistan,electricity,wind,wind_storage,2070,0.35
Pakistan,electricity,wind,wind_storage,2075,0.35
Pakistan,electricity,wind,wind_storage,2080,0.35
Pakistan,electricity,wind,wind_storage,2085,0.35
Pakistan,electricity,wind,wind_storage,2090,0.35
Pakistan,electricity,wind,wind_storage,2095,0.35
Pakistan,electricity,wind,wind_storage,2100,0.35
Russia,electricity,wind,wind_storage,1975,0.38
Russia,electricity,wind,wind_storage,1990,0.38
Russia,electricity,wind,wind_storage,2005,0.38
Russia,electricity,wind,wind_storage,2010,0.38
Russia,electricity,wind,wind_storage,2015,0.38
Russia,electricity,wind,wind_storage,2020,0.38
Russia,electricity,wind,wind_storage,2025,0.38
Russia,electricity,wind,wind_storage,2030,0.38
Russia,electricity,wind,wind_storage,2035,0.38
Russia,electricity,wind,wind_storage,2040,0.38
Russia,electricity,wind,wind_storage,2045,0.38
Russia,electricity,wind,wind_storage,2050,0.38
Russia,electricity,wind,wind_storage,2055,0.38
Russia,electricity,wind,wind_storage,2060,0.38
Russia,electricity,wind,wind_storage,2065,0.38
Russia,electricity,wind,wind_storage,2070,0.38
Russia,electricity,wind,wind_storage,2075,0.38
Russia,electricity,wind,wind_storage,2080,0.38
Russia,electricity,wind,wind_storage,2085,0.38
Russia,electricity,wind,wind_storage,2090,0.38
Russia,electricity,wind,wind_storage,2095,0.38
Russia,electricity,wind,wind_storage,2100,0.38
South Africa,electricity,wind,wind_storage,1975,0.37
South Africa,electricity,wind,wind_storage,1990,0.37
South Africa,electricity,wind,wind_storage,2005,0.37
South Africa,electricity,wind,wind_storage,2010,0.37
South Africa,electricity,wind,wind_storage,2015,0.37
South Africa,electricity,wind,wind_storage,2020,0.37
South Africa,electricity,wind,wind_storage,2025,0.37
South Africa,electricity,wind,wind_storage,2030,0.37
South Africa,electricity,wind,wind_storage,2035,0.37
South Africa,electricity,wind,wind_storage,2040,0.37
South Africa,electricity,wind,wind_storage,2045,0.37
South Africa,electricity,wind,wind_storage,2050,0.37
South Africa,electricity,wind,wind_storage,2055,0.37
South Africa,electricity,wind,wind_storage,2060,0.37
South Africa,electricity,wind,wind_storage,2065,0.37
South Africa,electricity,wind,wind_storage,2070,0.37
South Africa,electricity,wind,wind_storage,2075,0.37
South Africa,electricity,wind,wind_storage,2080,0.37
South Africa,electricity,wind,wind_storage,2085,0.37
South Africa,electricity,wind,wind_storage,2090,0.37
South Africa,electricity,wind,wind_storage,2095,0.37
South Africa,electricity,wind,wind_storage,2100,0.37
South America_Northern,electricity,wind,wind_storage,1975,0.35
